actual_target,predicted_target,発生日時月,発生日時日,発生日時時,発生日時分,天候,路面状態,道路形状,信号機,車道幅員,道路線形,衝突地点
1,0.8544738001775077,1,9,14,28,1,1,7,1,3,9,1
0,0.23852192486650362,1,4,21,10,1,1,1,1,12,8,30
0,0.6260688808924958,12,14,19,25,1,1,14,7,4,9,1
0,1.02882102238807,12,30,11,45,1,1,1,7,11,9,30
0,0.5005659136658355,1,8,17,49,2,1,14,7,4,9,1
1,0.589965381892848,1,22,21,0,1,1,1,1,15,9,30
1,0.6607178001277733,1,5,11,5,1,1,7,7,3,9,1
0,0.35704723315547254,1,5,14,35,1,1,1,7,12,9,30
1,0.2621753628048794,1,30,15,27,1,1,1,7,15,9,30
1,0.27679554537007733,1,4,14,59,1,1,13,7,3,6,1
1,0.3104447514194325,12,25,10,15,5,2,1,7,12,9,30
0,0.26020832553976403,1,28,18,10,1,1,1,7,14,9,30
0,0.45744649618676464,1,20,16,0,1,1,14,7,2,8,1
0,0.4870561350191227,1,12,0,30,2,1,14,7,3,9,1
0,0.669967594064874,12,27,21,40,5,3,14,1,4,9,1
0,0.3292273280530363,1,20,10,30,1,1,14,7,2,9,1
1,0.5519394840558898,1,6,17,0,5,3,14,7,3,8,1
1,0.3879163493029883,1,8,3,0,1,1,14,7,3,9,1
0,0.06706413593687659,1,14,16,55,1,1,1,7,11,7,30
1,0.36796195176895086,1,8,10,14,1,1,14,7,5,8,1
0,0.49748976474376516,1,12,16,0,1,1,1,7,12,9,30
1,0.7799147188763503,1,13,15,0,1,1,14,7,5,9,1
0,0.8930409554498054,12,31,13,45,1,1,14,7,3,9,1
1,0.6599291809927045,1,14,16,20,1,1,14,7,4,8,1
1,0.7255721677832281,1,19,7,21,2,2,14,7,3,9,1
0,0.30616405025338905,1,13,8,45,1,1,1,7,13,9,30
1,0.8292254598513294,1,10,16,50,1,1,7,7,5,9,1
1,0.48070689366750013,1,19,7,45,1,1,1,7,11,9,30
1,0.18360705109728195,1,20,16,45,1,1,1,1,15,9,30
0,0.5414404685295817,1,14,10,5,1,1,14,7,5,8,1
1,0.6095461310811182,1,18,17,58,2,3,0,7,0,0,20
1,0.8340893671681009,1,11,13,25,3,2,14,7,4,9,1
0,0.3606570839199284,1,29,12,7,1,1,14,7,3,9,1
1,0.21956878551194903,1,28,20,0,1,1,1,1,12,9,30
0,0.778920360692371,12,22,17,15,2,1,14,7,4,9,1
1,0.7670219243406903,1,20,12,7,1,1,14,7,5,9,1
0,0.5340864763417233,1,7,8,15,1,3,7,7,3,9,1
1,0.4607889216339041,1,22,19,55,1,1,14,7,2,9,1
0,0.832159681900319,1,21,14,22,1,1,14,7,4,9,1
0,0.8547448084365998,1,6,8,50,2,2,7,1,3,9,1
1,0.6446458876082922,12,17,17,30,3,1,1,1,15,9,30
0,0.5442242618551029,1,11,11,50,3,2,0,7,0,0,20
0,0.14064665072656674,1,22,19,25,1,1,1,7,12,9,30
1,0.14541355289568286,1,5,13,48,1,1,1,7,12,9,30
0,0.42730181819310836,1,4,16,36,1,1,0,7,0,0,20
0,0.8629728028817452,12,8,16,14,1,1,1,2,17,9,30
1,0.5006674414342223,12,25,18,9,3,1,13,7,3,3,20
0,1.0154988001314142,1,14,14,20,5,4,1,1,15,9,30
0,0.43138237193271295,1,25,9,52,1,1,1,7,12,9,30
0,0.7294938775410807,1,24,14,12,1,1,1,1,15,9,30
0,0.6429043706635705,1,1,6,55,1,1,1,7,14,8,30
0,0.46609532372928225,1,5,20,20,2,1,0,7,0,0,20
1,0.8961953068948372,12,31,12,36,5,3,14,7,3,9,1
1,0.5512287165459225,1,8,9,24,1,1,14,7,4,8,1
1,0.8597257161044533,12,31,2,30,2,1,14,7,5,9,1
1,0.9681253972458804,12,29,11,40,1,1,14,7,3,9,1
0,0.6276224364397943,1,21,17,8,2,3,14,7,3,9,1
1,0.8984657643167917,1,10,12,44,2,1,7,1,2,9,1
1,0.9557340341798297,1,5,9,25,1,4,12,7,2,7,1
1,0.5913175536294373,1,24,7,30,1,2,7,1,4,9,1
0,0.09597670637003493,1,19,19,57,1,1,1,7,13,9,30
1,0.7985409397315455,1,2,10,51,1,1,1,1,18,9,30
0,0.3112385816463239,1,12,11,40,1,1,14,7,3,9,1
1,0.2045471975435378,1,6,16,10,5,2,1,7,12,9,30
1,0.7456827382211857,12,16,8,20,2,1,14,7,3,9,1
1,1.106493888433707,12,18,17,20,2,3,7,1,5,9,1
1,0.9859670570636072,1,1,15,25,1,1,7,1,5,9,1
1,0.6927107752705174,1,17,9,54,2,4,7,1,4,9,1
0,0.4520969152929643,1,18,7,45,1,1,7,7,4,8,1
1,1.0073858954828794,1,2,21,30,5,3,14,1,4,9,1
1,0.5423674522292357,1,12,8,56,5,3,14,7,3,9,1
1,0.5672048975203933,1,8,21,40,1,1,1,1,18,9,30
0,0.22344308002113575,1,13,12,45,1,1,1,1,15,9,30
1,0.6913124482135717,1,16,19,21,5,4,14,7,3,9,1
0,0.7320915010487755,1,17,17,45,1,1,14,7,3,9,1
0,0.2934037012770326,1,21,14,10,1,1,1,7,15,8,30
0,0.49362940629981034,1,26,20,39,1,1,14,7,3,7,1
1,0.9204580180241488,1,4,16,10,2,3,7,1,5,9,1
0,0.5289325395114822,12,28,14,43,2,2,7,1,5,9,1
1,0.6898103407271288,1,15,18,0,1,1,12,7,4,9,1
0,0.640008082050129,1,18,9,0,1,1,14,7,1,9,1
1,0.44641538731605274,1,14,1,42,1,1,1,1,19,9,30
1,0.7932943938392512,1,7,8,45,1,3,7,1,5,8,1
0,0.4303870277846344,1,18,18,59,5,3,7,7,3,9,1
0,0.2959758143906616,1,13,15,20,1,1,14,7,3,9,1
1,0.616582961993141,12,15,18,50,1,1,14,7,4,9,1
0,0.2599030427566539,1,28,7,0,1,1,1,7,11,9,30
0,0.3268115810443295,1,9,8,45,1,1,1,7,11,9,30
0,0.3054484595527953,1,14,15,35,1,1,1,1,15,9,30
1,0.7973636459249835,12,25,12,35,5,4,7,7,3,9,1
1,0.7136573130707599,1,3,19,28,1,1,1,7,11,9,30
1,0.814411581140868,12,31,14,30,1,1,7,7,4,9,1
0,0.24676327118224892,1,14,8,59,1,1,14,7,3,8,1
1,0.6217100094922531,12,20,14,45,1,1,7,1,3,9,20
0,0.7785268875086608,12,31,16,22,5,3,14,7,3,9,1
0,0.7107894053771161,11,28,14,10,1,1,1,7,15,9,30
1,0.0054895289354122325,1,27,18,55,2,1,1,1,18,9,30
0,0.17299329351532622,1,21,8,20,1,1,1,7,11,9,30
0,0.1979380259827376,1,28,10,20,1,1,1,7,15,8,30
1,0.5753909364569567,1,15,8,40,1,1,1,1,19,9,30
1,0.2461018782547576,1,22,17,27,1,2,1,1,18,9,30
1,0.9253294523785921,12,27,16,30,2,3,14,7,4,9,1
1,0.5875681549708791,12,11,11,1,1,1,1,1,16,9,30
0,0.39911671676617305,1,14,11,55,1,1,1,7,15,8,30
0,0.3884227898424904,1,27,10,8,1,1,14,7,3,9,1
0,0.41510361661358786,1,7,8,5,1,1,12,7,3,7,1
1,0.7895359293609742,12,14,17,35,1,1,1,1,18,9,30
0,0.16562166525284663,1,27,11,0,1,1,1,7,18,9,30
1,0.760388948337378,1,22,13,50,1,1,14,7,4,9,1
1,1.1382181533905127,1,12,12,33,5,4,1,1,19,9,30
1,0.5456721288590702,1,12,21,18,1,1,14,7,3,9,1
1,0.6012833562541986,1,2,9,5,1,1,11,7,6,9,1
1,0.5623609261613337,1,17,8,12,1,1,14,7,1,9,1
1,0.6078599779404877,12,22,16,15,1,1,14,7,3,9,1
0,0.6144634663089015,1,21,17,5,1,1,1,1,15,3,30
1,0.5501771874463723,11,21,16,20,3,2,14,7,3,9,1
1,0.3656763626834837,12,12,16,13,3,2,14,7,4,9,1
0,0.14524403967607588,12,24,18,30,1,1,1,1,16,9,30
0,0.04965880941098191,1,20,18,30,1,1,1,1,15,9,30
0,0.9079656577381945,1,30,14,45,2,4,14,7,3,9,1
1,0.6199642870802117,1,21,12,40,1,2,14,7,5,9,1
0,0.774749868113426,1,26,14,9,1,1,14,7,6,9,1
0,0.5160137472899747,1,12,12,1,1,1,1,7,12,9,30
0,0.4949169461548694,1,7,18,52,1,1,7,7,3,9,1
0,0.8794257569533703,12,14,10,37,3,2,14,7,1,9,20
1,0.4732056963244088,1,14,20,2,1,1,14,7,4,7,1
1,0.8610837571900334,12,30,13,0,1,1,0,7,0,0,20
0,0.29792256091830377,1,20,9,20,1,1,14,7,3,9,1
1,0.39189889967153985,1,22,22,39,1,1,1,1,14,9,30
1,0.7366943982319442,1,3,16,25,2,1,1,7,15,4,30
1,0.7689371974732936,1,12,19,4,5,3,7,1,2,9,1
0,0.4564819828670114,1,4,15,45,1,1,12,7,4,8,1
0,0.7946075378778678,1,3,15,25,1,1,14,7,1,9,1
1,1.0560899030429778,1,9,9,20,3,4,7,1,3,9,1
0,0.6094164307611647,1,20,8,46,2,4,1,2,15,9,30
0,0.08288986176694009,1,22,17,25,1,1,1,7,15,9,30
1,0.129177248738095,1,5,9,35,1,1,1,7,11,9,30
1,0.27155231767890486,1,14,17,23,1,1,1,1,19,9,30
0,0.3835381646515207,1,19,16,15,1,1,1,7,14,9,30
1,0.5621620625652954,1,6,17,0,5,3,14,7,3,9,20
0,0.06921033292991627,1,25,8,30,1,1,1,7,14,9,30
0,0.24666944713646805,1,4,17,35,1,1,1,7,12,9,30
1,0.6173504340401461,11,30,10,6,1,1,1,7,15,9,30
1,0.8807581447823668,10,10,13,23,1,1,1,1,16,9,30
0,0.1468789932345987,1,11,6,15,3,2,1,7,18,9,30
1,0.3830023632705442,12,19,16,57,1,1,7,7,3,9,1
0,0.36935629115939667,1,5,12,21,1,1,1,7,14,9,30
0,0.3614313109795017,1,12,12,50,1,1,14,7,2,9,1
1,0.7372788336053909,12,7,7,22,1,2,7,7,4,9,1
0,0.73474692391577,12,30,16,10,3,2,1,7,14,9,30
0,0.3082246195696622,1,12,18,11,1,1,1,1,15,9,30
1,0.4437494495324924,1,18,19,0,5,3,14,7,5,9,1
0,0.2930057843753601,1,18,6,10,1,1,1,1,15,9,30
1,0.8120248616642601,11,10,14,42,1,1,1,1,13,9,30
1,0.47155921497896613,1,14,6,47,1,1,1,1,19,9,30
0,0.6445022983572477,1,22,13,19,1,1,14,7,3,9,1
1,0.3703272882756007,1,10,17,50,1,1,12,7,3,9,20
0,0.09760030195622264,1,27,6,7,1,1,1,7,16,8,30
0,0.09599132432308079,1,13,17,25,1,1,1,7,15,7,30
0,0.5161174713408782,1,3,15,32,1,1,13,7,3,3,1
1,0.6401081551609833,12,28,16,50,2,1,14,7,4,9,1
0,0.3110495365955731,1,12,9,55,1,1,1,7,11,9,30
0,0.29214363199877547,1,25,18,20,2,1,1,7,15,9,30
0,0.6477687914643698,12,24,7,50,1,1,14,7,2,9,1
1,0.26139986910061436,1,26,16,5,1,1,14,1,3,7,20
1,0.09080570722493753,1,30,17,30,1,1,1,7,15,9,30
1,0.2121556099459838,1,19,10,23,2,1,1,7,16,9,30
1,0.5179859805221865,1,2,10,50,1,1,1,1,15,9,30
1,0.9246692103701163,1,13,13,28,2,4,7,1,3,9,1
1,0.842884144872,1,9,12,28,1,1,7,7,3,9,1
1,0.6821384576533672,1,2,14,5,1,1,11,7,4,9,1
0,0.27836265981987296,1,20,10,34,1,1,14,7,3,9,1
0,0.5240573081169517,1,13,17,15,1,1,7,7,3,9,1
0,0.6942627322710234,1,22,17,47,1,1,14,7,3,9,1
0,0.24015475896471822,1,21,7,55,1,1,1,1,12,9,30
0,0.2965492541248406,1,15,12,20,1,1,1,7,15,8,30
0,0.755522485722352,1,5,15,25,1,1,14,7,3,7,1
1,0.3404876371014625,1,30,1,23,1,1,1,1,15,9,30
1,0.9193875377533233,12,22,15,50,1,1,14,7,3,9,1
0,0.7391214635575547,12,29,20,47,1,1,14,7,2,8,1
1,1.1740028033101535,1,10,11,20,1,4,14,1,3,9,1
1,0.5829431031347299,12,21,9,50,2,1,14,7,5,9,1
0,0.6651522123362826,1,22,20,23,1,1,14,7,3,8,1
1,0.24264708066531823,1,5,12,5,1,1,1,7,15,9,30
0,0.5212104061088042,1,17,10,48,1,1,7,7,3,8,1
0,0.5071191039087527,1,5,10,45,1,1,14,7,4,9,1
0,0.33674721496007964,1,29,10,57,1,1,14,7,3,9,1
1,0.6102969728981176,1,1,13,30,1,1,14,7,4,9,1
0,0.07581709212987398,1,13,18,25,1,1,1,7,12,9,30
0,0.5615947391528943,1,12,5,27,1,1,14,7,5,9,1
1,0.18296367692079854,1,27,9,35,1,1,14,7,3,9,1
0,0.041216096531022026,1,21,11,20,1,1,1,7,15,9,30
0,0.23044847645139674,1,12,8,30,1,1,14,7,3,9,20
0,0.8426777181686942,11,16,17,44,1,1,14,7,4,9,1
1,0.21649774481613385,12,9,0,2,3,2,1,1,18,9,30
0,0.7808038392660578,12,9,20,30,2,1,1,7,12,9,30
0,0.00541049382689888,1,12,10,15,1,1,1,7,14,9,30
0,0.5563267413134545,12,26,14,26,5,3,12,7,2,9,1
1,0.7461774495813003,1,26,15,35,2,2,14,7,4,9,1
1,0.5919315537535167,1,7,9,10,1,3,13,7,4,3,1
1,0.8573873773833043,1,27,15,50,2,3,13,7,3,6,1
1,0.6622148572707581,12,13,14,50,1,1,7,1,3,9,1
0,0.8004878082059729,12,10,15,15,1,1,1,1,15,9,30
0,0.6249875492072925,1,19,8,40,1,1,1,7,12,4,30
1,0.6597995825785853,12,16,17,10,1,1,13,7,1,6,1
1,0.698755709372839,12,29,9,48,1,1,13,7,5,2,1
1,0.5005755858821415,1,8,10,5,1,1,14,7,6,9,1
0,0.33963454121255404,1,11,14,35,3,2,14,7,2,9,20
0,0.3332366696640457,1,17,17,50,5,4,1,1,12,9,30
0,0.2576978807618175,1,7,18,10,1,1,1,7,11,9,30
1,0.7458823040158136,10,16,11,50,1,1,14,7,5,9,1
1,0.6680642853795739,12,23,12,31,2,1,1,7,11,9,30
1,0.3762542810006421,1,4,23,25,1,1,7,8,4,9,1
1,0.6065607228006911,1,2,18,25,2,1,1,1,15,9,30
0,0.47571130768955044,1,25,6,25,1,1,14,7,3,9,1
1,0.3988716889982748,1,15,9,20,1,1,1,7,12,9,30
0,0.016324245177241542,1,18,6,30,1,1,1,1,16,9,30
1,0.1557219116645148,1,5,15,15,1,1,1,7,11,9,30
0,0.15353194301161122,1,17,11,50,1,1,1,1,15,9,30
0,0.3125631123015798,1,5,17,15,1,1,1,1,15,9,30
1,0.5496907079285069,1,15,15,25,1,1,14,7,4,9,1
0,0.6893451305218656,1,10,15,10,2,1,7,7,3,9,20
0,0.7229151524882695,1,23,18,20,3,2,7,1,3,9,1
1,0.5808400739713443,1,7,9,34,1,3,14,7,2,8,1
0,0.4965369567839393,1,29,4,0,1,1,14,7,5,9,1
0,0.4313585345024254,1,5,14,30,1,1,1,1,15,9,30
1,0.7711639420154619,1,1,18,4,1,1,7,1,3,9,1
0,0.3366037370600488,1,22,10,55,1,1,1,1,15,9,30
0,0.41223566317240967,1,28,10,35,1,1,14,7,4,9,1
0,0.31200469147589605,1,12,17,15,1,1,14,7,3,9,1
1,0.6397446617350597,1,8,17,0,1,1,14,7,6,9,1
0,0.48098151109953885,12,19,7,20,1,1,7,8,3,9,1
0,0.3820641672389671,1,4,14,5,1,1,14,7,5,9,1
1,0.33449854782658456,1,6,23,2,5,3,14,7,4,9,1
0,-0.06555938380207198,1,12,6,50,1,1,1,1,12,9,30
0,0.6711543283379727,1,6,20,50,2,3,1,1,15,9,30
1,0.9835978751193215,1,16,10,15,1,3,1,1,18,7,30
0,0.020013816193630598,1,4,18,0,5,2,1,7,15,9,30
1,0.1946347254521198,1,26,7,28,1,1,1,7,15,9,30
1,0.6581695882675145,1,29,15,10,1,1,14,1,5,9,1
0,0.7058744318925069,1,8,6,24,1,1,14,7,3,7,1
0,0.4913437146843137,1,14,16,5,1,1,1,7,15,9,30
1,0.8227825951545066,1,5,10,30,1,3,14,7,5,9,1
0,0.3010472400733424,1,17,9,5,1,1,14,7,5,8,1
0,0.08096019431571941,1,28,8,15,2,1,1,8,12,7,30
1,0.5559828077669725,1,17,15,30,2,2,14,7,4,9,1
0,0.6844363654807335,1,21,16,7,1,1,7,7,4,9,1
0,0.2469356260810372,1,30,19,0,1,1,1,7,13,9,30
0,0.36096678694484813,12,24,15,46,1,1,0,7,0,0,20
0,0.47436985350910355,12,27,11,58,5,4,14,7,3,9,1
0,0.36004852560500383,1,29,13,50,1,1,1,1,15,9,30
0,0.38494742651418395,1,2,17,10,3,2,0,7,0,0,20
0,0.8083582485464278,12,25,15,46,1,1,14,7,3,9,1
0,0.2718054929751879,1,18,16,34,1,1,1,7,15,9,30
0,0.389952774106495,1,14,9,28,1,1,14,7,2,9,1
1,0.5491583661585553,1,30,9,41,1,1,14,7,3,9,1
1,0.6261225352801513,1,3,12,7,1,1,1,7,12,9,30
1,0.7004410050299997,1,26,8,35,2,1,14,7,4,9,1
0,0.846061745624753,1,13,17,52,5,4,14,7,3,8,1
0,0.41028158461852526,1,18,9,2,1,1,1,1,14,9,30
1,0.5011909322650909,1,29,5,8,1,1,14,7,5,9,1
1,0.3406435135170878,1,30,13,55,2,1,1,7,17,9,30
0,0.5815908310468755,1,4,16,15,1,1,7,7,2,9,1
0,0.5099607921248925,1,25,15,32,2,2,14,7,3,9,1
0,-0.06645647815435655,1,28,14,40,1,1,14,7,4,9,20
1,0.21369043844337854,1,18,9,39,1,1,14,7,4,9,1
0,0.3975750413337965,1,30,11,45,1,1,1,1,18,9,30
0,0.5112702216090727,1,17,17,15,1,1,14,7,3,9,1
0,0.30800535117563166,1,15,13,20,1,1,14,7,3,9,1
0,0.2549976571261801,1,7,13,39,1,1,14,7,3,8,20
0,0.3999202051669201,1,16,9,43,1,1,1,7,11,9,30
1,0.7438110584132768,1,12,15,36,5,3,0,7,0,0,20
1,0.22375531825616513,1,27,13,20,1,1,14,7,3,9,1
0,0.19056658019548375,1,17,18,58,1,1,14,7,3,9,1
1,0.3981310231905491,1,17,7,29,1,1,14,7,4,9,1
0,0.06740798021274287,1,18,8,46,1,1,14,7,3,9,20
1,0.4522206830552605,12,25,15,10,5,4,14,7,2,9,1
1,0.8585505270960472,12,29,11,5,1,1,14,7,5,9,1
1,0.6927246179666684,11,6,6,20,1,1,7,1,3,9,1
1,0.5723490392671193,12,12,13,18,1,1,1,7,11,9,30
0,1.0891829369406285,1,13,14,0,5,4,1,1,15,9,30
1,0.38388917192474437,1,12,14,29,1,1,1,1,15,9,30
1,0.48902017744901083,1,21,14,39,1,1,14,7,3,9,1
0,0.7946423375869467,1,9,15,5,1,1,7,7,4,9,1
1,0.8368271624931295,12,18,11,16,5,2,7,1,4,9,1
1,0.6563129801672627,12,30,17,58,5,3,14,7,3,8,1
1,0.8917064329786919,1,3,13,6,1,4,1,7,11,9,30
0,0.24933117160434845,1,8,13,40,1,1,14,7,3,9,1
0,0.4559956598925686,1,29,7,30,1,1,14,7,5,9,1
0,0.4848605289373576,1,21,10,40,1,1,14,7,3,9,1
0,0.9050918319232519,12,23,14,50,1,1,14,7,3,9,1
0,0.6951968581055141,11,30,7,40,1,1,14,7,3,7,1
1,0.6017650400735529,1,3,14,30,1,1,14,7,4,9,20
0,0.34061889675065504,1,5,12,30,1,1,1,1,15,9,30
1,0.5596986653010317,1,2,11,15,1,1,1,1,18,9,30
0,0.4764063288441499,1,21,7,21,1,1,14,7,3,9,1
0,0.1869700768225587,1,11,5,25,3,2,1,1,15,9,30
1,0.7023708851928213,1,9,9,34,2,3,14,7,3,9,1
0,0.47178527395460185,1,9,14,55,3,2,7,1,4,9,1
1,0.4760155027367174,1,16,11,25,2,1,7,7,3,9,1
1,0.33178831617737303,12,28,8,57,1,1,14,7,3,9,1
1,0.3055576431051876,1,19,16,25,1,1,14,7,3,9,1
0,0.17528675583557662,1,28,16,55,1,1,1,7,12,5,30
1,0.49105787091871844,1,6,19,2,1,3,7,7,3,9,1
0,0.2395393227699718,1,9,17,50,1,1,1,8,18,9,30
1,1.0887451117736313,12,26,12,50,2,3,14,7,4,9,1
1,0.5765352250469847,1,4,18,9,1,3,14,7,3,8,1
1,0.7769212938833908,12,26,14,3,3,3,14,1,3,9,1
1,0.965766453802341,1,4,16,35,1,3,7,7,2,9,1
1,0.598816962313855,1,2,21,0,1,1,14,7,4,9,1
0,0.13794617762195718,1,5,7,40,1,1,12,7,5,7,1
1,0.9513273678478201,1,4,19,14,1,3,7,1,6,8,1
0,0.6068302244774699,1,6,12,42,5,3,1,7,15,9,30
1,0.7397163880674431,1,9,11,6,1,1,14,1,3,9,1
1,0.44370944486862796,1,22,17,0,5,2,7,1,3,9,1
1,0.8808267793074789,11,25,23,43,1,1,7,3,5,9,1
1,0.16682449817724676,1,30,15,57,1,1,1,7,15,3,30
1,0.5323439828188273,1,5,16,20,1,1,14,7,2,9,1
1,0.5248500836462924,1,11,17,20,2,1,7,7,3,9,1
0,0.1578850771300677,1,21,7,30,1,1,14,7,3,9,1
1,0.7330347215581965,1,17,17,44,1,1,14,7,3,9,1
1,0.2361717262637221,1,19,22,30,1,1,1,7,12,8,30
0,0.16167904568921515,1,15,6,5,1,1,1,7,15,9,30
0,0.7638636820927205,1,2,11,25,1,1,14,7,3,9,1
1,0.575910350346822,1,11,12,35,3,2,1,1,19,9,30
1,0.39427615670224136,12,24,18,25,2,1,1,7,11,9,30
1,0.7321032598336473,1,6,16,30,5,3,13,7,3,2,1
1,0.5531311781279968,1,25,19,28,2,1,14,7,3,9,1
1,0.5069448867572175,1,7,18,12,1,1,0,7,0,0,20
1,0.34792667479446693,12,27,19,40,1,1,1,1,19,9,30
1,0.22155961711770011,1,7,11,48,1,1,1,1,15,9,30
0,0.15069990918001266,1,27,19,31,1,1,14,7,3,8,1
0,0.37826969886019535,1,3,17,10,2,1,1,7,11,9,30
1,0.21851175134874964,1,6,9,45,1,1,1,7,15,9,30
1,0.4809315591431616,1,7,10,55,1,1,14,7,3,9,1
1,0.5393572533753255,12,28,6,50,1,4,1,7,12,9,30
1,0.554759141398021,1,2,22,10,1,1,14,7,3,9,1
1,0.8644474575635515,12,18,4,30,1,1,0,7,0,0,20
1,0.5562783013667449,1,6,16,50,1,1,14,1,2,9,1
1,0.6745747216428104,12,17,21,40,5,4,14,7,4,9,1
1,0.44752277866499535,1,31,2,17,1,1,1,7,11,9,30
1,0.9162649035287119,12,11,12,45,1,1,1,1,19,9,30
0,0.3139056261549636,1,21,5,20,1,1,1,1,15,9,30
0,0.3845694762127281,1,4,8,48,1,1,12,7,4,9,1
0,0.47496979059087296,12,24,11,5,1,1,1,1,14,9,30
1,0.7232522562513186,1,24,10,17,1,1,14,7,3,9,1
0,0.5951949615717261,1,18,16,25,1,1,14,7,4,8,1
1,0.18961768573764884,1,16,11,25,1,1,14,7,3,9,1
0,0.30059322558006385,1,26,15,47,1,1,1,7,11,9,30
1,0.642213420574244,1,16,17,0,1,1,0,7,0,0,20
1,0.07059562994888083,12,20,17,55,3,2,1,7,11,9,30
0,0.41935025400019554,1,31,21,28,2,1,14,7,3,9,1
1,0.4823505168133415,1,12,8,56,1,1,13,7,4,4,1
0,0.49627085486012945,1,23,11,10,1,1,1,1,15,9,30
0,0.15721327137107463,1,31,9,5,1,1,14,7,3,9,20
0,-0.046203215845901896,1,4,17,42,3,2,1,1,15,9,30
0,-0.001432473097242946,1,31,9,30,1,1,1,1,15,9,30
1,0.6300302611452216,12,17,17,32,1,1,14,7,1,9,1
0,0.6280819365482293,1,6,13,50,5,4,1,7,14,9,30
1,0.5435662074838065,1,15,18,0,1,1,14,1,3,9,1
1,0.34871446883092877,1,14,11,54,1,1,1,1,15,9,30
0,0.27788355882964777,1,16,12,30,1,1,14,7,3,9,1
1,0.47414720762336826,1,16,12,58,1,1,1,1,19,9,30
0,0.552078583765585,1,9,10,5,1,1,1,1,15,9,30
0,0.01617331940571869,1,25,16,32,1,1,14,7,1,8,20
1,0.8003851060917534,12,29,11,0,1,1,14,7,3,9,1
1,0.7599626791437089,12,30,1,25,1,1,1,1,17,3,30
0,0.28395917065400084,1,5,17,34,1,1,14,7,2,8,20
0,0.7051191254158288,1,24,9,55,2,1,14,7,6,8,1
0,0.3350037342125065,1,28,14,5,1,1,1,7,14,9,30
1,0.6964605122458417,1,17,16,50,1,1,14,7,4,9,1
0,0.4787882089078495,1,6,11,32,5,2,0,7,0,0,20
1,0.7869049973741082,12,18,11,31,5,4,1,4,15,9,30
1,0.6755853261310285,12,26,9,55,1,1,1,1,14,9,30
0,0.42243388547372523,1,9,0,33,1,1,1,1,18,9,30
0,0.45728388306027223,1,20,9,56,1,1,1,1,15,9,30
1,0.2750905699561947,1,21,12,35,1,1,14,7,3,9,1
1,1.0172208865020975,12,31,10,17,1,3,7,7,5,9,1
0,0.9551835723130969,1,2,19,37,1,1,1,1,18,9,30
1,0.6503606298480039,1,3,12,44,1,1,14,7,3,7,1
1,0.32494447592616055,1,2,19,45,1,1,1,7,11,9,30
0,0.48823414759946115,1,20,8,17,1,1,14,7,3,7,1
0,0.19908423300076902,1,15,11,25,1,1,1,7,14,9,30
0,0.08676121975966061,1,12,14,42,1,1,1,7,12,9,30
0,0.3683796893815205,1,26,16,31,1,1,14,7,3,9,1
0,0.3528406585457211,1,8,10,10,1,1,1,7,15,7,30
1,0.9213553861728102,1,1,16,35,5,4,13,7,3,5,1
1,0.4616503541770267,1,22,16,10,1,1,1,7,12,9,30
0,0.2976769069753046,1,11,12,0,3,2,1,1,12,9,30
1,0.6036295694554358,1,10,14,45,1,1,14,7,4,9,1
1,0.7870549941143546,1,6,10,23,2,1,14,7,4,9,1
0,1.038101540039017,1,18,14,0,2,4,1,1,18,9,30
1,0.7296449858210576,1,3,11,18,1,1,14,7,3,9,1
0,0.31091822693514964,1,11,13,5,3,2,14,7,3,7,1
1,0.6246733133682517,1,22,12,18,1,1,14,7,3,9,1
0,0.4908278617322961,1,28,15,33,1,1,1,7,15,8,30
0,0.344140090693509,12,24,7,50,1,1,0,7,0,0,20
0,0.040913670064597785,1,31,10,5,1,1,1,7,17,9,30
1,-0.003227536706324354,11,27,13,58,1,1,0,7,0,0,20
1,0.5561302155774134,12,23,11,46,1,1,1,7,15,9,30
1,0.3450899329657877,1,20,12,9,1,1,1,7,15,9,30
0,0.6620510840613589,11,21,1,45,1,1,13,7,2,5,1
0,0.5438329387941545,1,24,11,0,1,1,1,1,15,9,30
0,0.289710257265837,1,16,9,14,2,2,14,7,3,9,1
0,0.025937911990850864,1,13,16,50,1,1,1,8,13,9,30
0,0.369745161371,1,27,8,20,5,4,13,7,3,2,1
1,0.39116152855246855,1,12,11,5,1,1,7,7,3,8,1
0,0.8514832300412084,1,9,15,0,1,1,7,7,2,9,1
1,0.5469997322552682,12,25,18,35,5,3,13,7,3,6,1
0,0.04141984224052512,1,7,8,16,1,2,1,7,15,9,30
1,0.884761256879944,12,28,20,9,2,3,7,7,3,9,1
0,0.638893288963362,12,26,8,40,1,3,14,7,4,9,1
0,0.35536453161218223,1,21,11,15,1,1,14,7,3,9,1
1,0.5674648255232686,1,21,12,40,1,1,14,7,5,9,1
1,0.6532869496677037,1,5,12,50,1,1,14,7,4,9,1
0,0.021685645370440695,1,27,12,5,1,1,1,8,19,9,30
0,-0.009976457279656247,1,11,18,48,3,2,1,1,15,6,30
0,0.37369844930546603,1,28,17,5,2,1,1,7,13,9,30
0,1.046450892088515,1,6,15,47,5,4,14,7,5,9,1
0,0.7914368725100831,1,25,15,9,2,1,14,7,5,9,1
1,0.2588305751787906,1,21,17,43,1,1,1,7,15,9,30
0,0.7074035190368253,1,9,12,10,1,1,13,7,3,3,1
